VarName;TimeString;VarValue;Validity;Time_ms;Checksum;;;;;;;
FT312_PV_OUT;02.07.2023 11:16:21;0,02121672;1;45109469684;8MXdJA;090052A88E06C1417D0D7B80606C98F0;;1;1;1;1;1
FT312_PV_OUT;02.07.2023 11:16:51;0,02121672;1;45109470032;82gcyf;;;;;;;
FT312_PV_OUT;02.07.2023 11:17:21;0,02121672;1;45109470379;muDnE8;;;;;;;
FT312_PV_OUT;02.07.2023 11:17:51;0,01591254;1;45109470726;cpGjZX;;;;;;;
FT312_PV_OUT;02.07.2023 11:18:21;0,01591254;1;45109471073;i3zvWU;;;;;;;
FT312_PV_OUT;02.07.2023 11:18:51;0,01591254;1;45109471420;I74EP4;;;;;;;
FT312_PV_OUT;02.07.2023 11:19:21;0,01591254;1;45109471768;Kbd0Ed;;;;;;;
FT312_PV_OUT;02.07.2023 11:19:51;0,01591254;1;45109472115;bIuiyx;;;;;;;
FT312_PV_OUT;02.07.2023 11:20:21;0,01591254;1;45109472461;crk1XQ;;;;;;;
FT312_PV_OUT;02.07.2023 11:20:51;0,01591254;1;45109472808;g8ldjZ;;;;;;;
FT312_PV_OUT;02.07.2023 11:21:21;0,01591254;1;45109473155;lQnAK7;;;;;;;
FT312_PV_OUT;02.07.2023 11:21:51;0,01591254;1;45109473503;zNscI6;;;;;;;
FT312_PV_OUT;02.07.2023 11:22:21;0,01591254;1;45109473848;UUj51u;;;;;;;
FT312_PV_OUT;02.07.2023 11:22:51;0,01591254;1;45109474196;rB4m25;;;;;;;
FT312_PV_OUT;02.07.2023 11:23:21;0,01591254;1;45109474543;nyRI6F;;;;;;;
FT312_PV_OUT;02.07.2023 11:23:51;0,01591254;1;45109474890;99R7NW;;;;;;;
FT312_PV_OUT;02.07.2023 11:24:21;0,01591254;1;45109475237;Zublok;;;;;;;
FT312_PV_OUT;02.07.2023 11:24:50;0,01591254;1;45109475584;FPnSu4;;;;;;;
FT312_PV_OUT;02.07.2023 11:25:20;0,02121672;1;45109475930;vnVTQ9;;;;;;;
FT312_PV_OUT;02.07.2023 11:25:50;0,01591254;1;45109476277;cY5xSQ;;;;;;;
FT312_PV_OUT;02.07.2023 11:26:21;0,01591254;1;45109476634;Db+zaV;;;;;;;
FT312_PV_OUT;02.07.2023 11:26:51;0,02121672;1;45109476981;ZsefsO;;;;;;;
FT312_PV_OUT;02.07.2023 11:27:21;0,01591254;1;45109477327;7As2qn;;;;;;;
FT312_PV_OUT;02.07.2023 11:27:51;0,02121672;1;45109477673;IcB7OO;;;;;;;
FT312_PV_OUT;02.07.2023 11:28:21;0,01591254;1;45109478022;hozaxv;;;;;;;
FT312_PV_OUT;02.07.2023 11:28:51;0,02121672;1;45109478370;5Y2sbV;;;;;;;
FT312_PV_OUT;02.07.2023 11:29:21;0,02121672;1;45109478715;dK4J+8;;;;;;;
FT312_PV_OUT;02.07.2023 11:29:51;0,01591254;1;45109479063;VNWho1;;;;;;;
FT312_PV_OUT;02.07.2023 11:30:21;0,01591254;1;45109479407;3gcwkr;;;;;;;
FT312_PV_OUT;02.07.2023 11:30:51;0,01591254;1;45109479755;hOtZ54;;;;;;;
FT312_PV_OUT;02.07.2023 11:31:21;0,02121672;1;45109480101;elo5Pj;;;;;;;
FT312_PV_OUT;02.07.2023 11:31:51;0,01591254;1;45109480448;O1Xgbk;;;;;;;
FT312_PV_OUT;02.07.2023 11:32:21;0,02121672;1;45109480797;vEdLFp;;;;;;;
FT312_PV_OUT;02.07.2023 11:32:51;0,01591254;1;45109481144;Htb08S;;;;;;;
FT312_PV_OUT;02.07.2023 11:33:21;0,01591254;1;45109481492;45rpmb;;;;;;;
FT312_PV_OUT;02.07.2023 11:33:51;0,01591254;1;45109481839;qcLttx;;;;;;;
FT312_PV_OUT;02.07.2023 11:34:21;0,02121672;1;45109482185;tIRawl;;;;;;;
FT312_PV_OUT;02.07.2023 11:34:51;0,01591254;1;45109482532;FZOLuV;;;;;;;
FT312_PV_OUT;02.07.2023 11:35:21;0,01591254;1;45109482877;mnqwF8;;;;;;;
FT312_PV_OUT;02.07.2023 11:35:51;0,01591254;1;45109483225;bIqezd;;;;;;;
FT312_PV_OUT;02.07.2023 11:36:21;0,02121672;1;45109483571;1RmMYM;;;;;;;
FT312_PV_OUT;02.07.2023 11:36:50;0,01591254;1;45109483918;JGkPsR;;;;;;;
FT312_PV_OUT;02.07.2023 11:37:21;0,01591254;1;45109484266;JwB9y1;;;;;;;
FT312_PV_OUT;02.07.2023 11:37:51;0,01591254;1;45109484612;4vhBWa;;;;;;;
FT312_PV_OUT;02.07.2023 11:38:21;0,01591254;1;45109484961;aLQVLo;;;;;;;
FT312_PV_OUT;02.07.2023 11:38:51;0,01591254;1;45109485308;Q6igdC;;;;;;;
FT312_PV_OUT;02.07.2023 11:39:21;0,01591254;1;45109485655;PBD4g3;;;;;;;
FT312_PV_OUT;02.07.2023 11:39:51;0,01591254;1;45109486001;R27mSc;;;;;;;
FT312_PV_OUT;02.07.2023 11:40:20;0,01591254;1;45109486346;GqpOTJ;;;;;;;
FT312_PV_OUT;02.07.2023 11:40:50;0,01591254;1;45109486694;GhR381;;;;;;;
FT312_PV_OUT;02.07.2023 11:41:20;0,02121672;1;45109487041;Htw98y;;;;;;;
FT312_PV_OUT;02.07.2023 11:41:50;0,01591254;1;45109487389;wrU/aF;;;;;;;
FT312_PV_OUT;02.07.2023 11:42:20;0,02121672;1;45109487735;8ODUW6;;;;;;;
FT312_PV_OUT;02.07.2023 11:42:50;0,01591254;1;45109488082;dNFlzg;;;;;;;
FT312_PV_OUT;02.07.2023 11:43:20;0,01591254;1;45109488431;k1RVqh;;;;;;;
FT312_PV_OUT;02.07.2023 11:43:50;0,02121672;1;45109488777;ZFV/FW;;;;;;;
FT312_PV_OUT;02.07.2023 11:44:20;0,01591254;1;45109489123;/c5aJ6;;;;;;;
FT312_PV_OUT;02.07.2023 11:44:50;0,02121672;1;45109489470;emZscb;;;;;;;
FT312_PV_OUT;02.07.2023 11:45:21;0,01591254;1;45109489828;AN/cuB;;;;;;;
FT312_PV_OUT;02.07.2023 11:45:51;0,01591254;1;45109490176;6eGET+;;;;;;;
FT312_PV_OUT;02.07.2023 11:46:20;0,01591254;1;45109490511;hH51jI;;;;;;;
FT312_PV_OUT;02.07.2023 11:46:50;0,02121672;1;45109490859;w56yWA;;;;;;;
FT312_PV_OUT;02.07.2023 11:47:21;0,02121672;1;45109491216;Pj04RH;;;;;;;
FT312_PV_OUT;02.07.2023 11:47:51;0,01591254;1;45109491564;ywR5pu;;;;;;;
FT312_PV_OUT;02.07.2023 11:48:21;0,01591254;1;45109491908;Xswdz2;;;;;;;
FT312_PV_OUT;02.07.2023 11:48:51;0,01591254;1;45109492256;jfbRDd;;;;;;;
FT312_PV_OUT;02.07.2023 11:49:21;0,02121672;1;45109492604;Cn2bbH;;;;;;;
FT312_PV_OUT;02.07.2023 11:49:51;0,01591254;1;45109492952;HhmqE/;;;;;;;
FT312_PV_OUT;02.07.2023 11:50:21;0,01591254;1;45109493298;RNYj5g;;;;;;;
FT312_PV_OUT;02.07.2023 11:50:51;0,02121672;1;45109493645;RUqeuF;;;;;;;
FT312_PV_OUT;02.07.2023 11:51:21;0,01591254;1;45109493993;51V5ko;;;;;;;
FT312_PV_OUT;02.07.2023 11:51:51;0,01591254;1;45109494339;#NOME?;;;;;;;
FT312_PV_OUT;02.07.2023 11:52:21;0,01591254;1;45109494684;YbwJZT;;;;;;;
FT312_PV_OUT;02.07.2023 11:52:51;0,01591254;1;45109495032;XzFBHc;;;;;;;
FT312_PV_OUT;02.07.2023 11:53:21;0,01591254;1;45109495380;7D3SxI;;;;;;;
FT312_PV_OUT;02.07.2023 11:53:51;0,02121672;1;45109495727;#NOME?;;;;;;;
FT312_PV_OUT;02.07.2023 11:54:21;0,02121672;1;45109496072;KrFzEt;;;;;;;
FT312_PV_OUT;02.07.2023 11:54:51;0,01591254;1;45109496419;gPJlH+;;;;;;;
FT312_PV_OUT;02.07.2023 11:55:21;0,02121672;1;45109496768;wJJOvM;;;;;;;
FT312_PV_OUT;02.07.2023 11:55:51;0,01591254;1;45109497115;78J0Sz;;;;;;;
FT312_PV_OUT;02.07.2023 11:56:21;0,01591254;1;45109497462;Zb69h1;;;;;;;
FT312_PV_OUT;02.07.2023 11:56:51;0,01591254;1;45109497809;kArz4V;;;;;;;
FT312_PV_OUT;02.07.2023 11:57:21;0,02121672;1;45109498156;56wA8d;;;;;;;
FT312_PV_OUT;02.07.2023 11:57:51;0,01591254;1;45109498503;trfrGT;;;;;;;
FT312_PV_OUT;02.07.2023 11:58:21;0,01591254;1;45109498849;a1kUIb;;;;;;;
FT312_PV_OUT;02.07.2023 11:58:51;0,01591254;1;45109499196;hZ4AaL;;;;;;;
FT312_PV_OUT;02.07.2023 11:59:21;0,01591254;1;45109499543;XsyHbz;;;;;;;
FT312_PV_OUT;02.07.2023 11:59:51;0,01591254;1;45109499890;FrCsVN;;;;;;;
FT312_PV_OUT;02.07.2023 12:00:20;0,01591254;1;45109500235;2mV0td;;;;;;;
FT312_PV_OUT;02.07.2023 12:00:50;0,01591254;1;45109500582;X8NaTK;;;;;;;
FT312_PV_OUT;02.07.2023 12:01:20;0,01591254;1;45109500930;QmhRmy;;;;;;;
FT312_PV_OUT;02.07.2023 12:01:50;0,01591254;1;45109501277;KWdUW5;;;;;;;
FT312_PV_OUT;02.07.2023 12:02:20;0,02121672;1;45109501625;VJkM3i;;;;;;;
FT312_PV_OUT;02.07.2023 12:02:50;0,01591254;1;45109501972;6yRXYV;;;;;;;
FT312_PV_OUT;02.07.2023 12:03:20;0,01591254;1;45109502318;ENW8KD;;;;;;;
FT312_PV_OUT;02.07.2023 12:03:50;0,01591254;1;45109502665;gEjuOq;;;;;;;
FT312_PV_OUT;02.07.2023 12:04:20;0,01591254;1;45109503013;qrQFTe;;;;;;;
FT312_PV_OUT;02.07.2023 12:04:50;0,01591254;1;45109503360;OjXJA8;;;;;;;
FT312_PV_OUT;02.07.2023 12:05:20;0,02121672;1;45109503706;2X3w3f;;;;;;;
FT312_PV_OUT;02.07.2023 12:05:50;0,01591254;1;45109504054;WGr01E;;;;;;;
FT312_PV_OUT;02.07.2023 12:06:20;0,02121672;1;45109504400;Zb8GUi;;;;;;;
FT312_PV_OUT;02.07.2023 12:06:50;0,02121672;1;45109504747;Wie5fi;;;;;;;
FT312_PV_OUT;02.07.2023 12:07:20;0,02121672;1;45109505094;jVjdm6;;;;;;;
FT312_PV_OUT;02.07.2023 12:07:50;0,01591254;1;45109505440;tn7MZU;;;;;;;
FT312_PV_OUT;02.07.2023 12:08:20;0,02121672;1;45109505786;w8sM1+;;;;;;;
FT312_PV_OUT;02.07.2023 12:08:50;0,01591254;1;45109506134;Srv+Kq;;;;;;;
FT312_PV_OUT;02.07.2023 12:09:20;0,02121672;1;45109506482;pPwP5i;;;;;;;
FT312_PV_OUT;02.07.2023 12:09:50;0,01591254;1;45109506829;csjbIM;;;;;;;
FT312_PV_OUT;02.07.2023 12:10:21;0,01591254;1;45109507188;e6o6KT;;;;;;;
