VarName;TimeString;VarValue;Validity;Time_ms;Checksum;;;;;;;
FT312_PV_OUT;02.07.2023 12:10:51;0,01591254;1;45109507535;aO2t5R;;;;;;;
FT312_PV_OUT;02.07.2023 12:11:21;0,01591254;1;45109507881;KDvQi1;;;;;;;
FT312_PV_OUT;02.07.2023 12:11:51;0,01591254;1;45109508228;q7G/Vv;;;;;;;
FT312_PV_OUT;02.07.2023 12:12:21;0,01591254;1;45109508572;egJzoM;;;;;;;
FT312_PV_OUT;02.07.2023 12:12:51;0,01591254;1;45109508920;5CRCl1;;;;;;;
FT312_PV_OUT;02.07.2023 12:13:21;0,01591254;1;45109509269;hC0GYg;;;;;;;
FT312_PV_OUT;02.07.2023 12:13:51;0,01591254;1;45109509616;PWlQTR;;;;;;;
FT312_PV_OUT;02.07.2023 12:14:21;0,01591254;1;45109509962;02nyPK;;;;;;;
FT312_PV_OUT;02.07.2023 12:14:51;0,01591254;1;45109510310;PNxOHY;;;;;;;
FT312_PV_OUT;02.07.2023 12:15:21;0,01591254;1;45109510656;hhTwH3;;;;;;;
FT312_PV_OUT;02.07.2023 12:15:51;0,02121672;1;45109511004;#NOME?;;;;;;;
FT312_PV_OUT;02.07.2023 12:16:21;0,01591254;1;45109511349;m8yUKP;;;;;;;
FT312_PV_OUT;02.07.2023 12:16:51;0,01591254;1;45109511696;47kPAR;;;;;;;
FT312_PV_OUT;02.07.2023 12:17:20;0,01591254;1;45109512043;JuIVFG;;;;;;;
FT312_PV_OUT;02.07.2023 12:17:50;0,02121672;1;45109512390;dZNn+k;;;;;;;
FT312_PV_OUT;02.07.2023 12:18:21;0,02121672;1;45109512738;fS3mkn;;;;;;;
FT312_PV_OUT;02.07.2023 12:18:50;0,01591254;1;45109513084;yXw/bP;;;;;;;
FT312_PV_OUT;02.07.2023 12:19:20;0,01591254;1;45109513431;5XbOk0;;;;;;;
FT312_PV_OUT;02.07.2023 12:19:50;0,01591254;1;45109513778;sDpNFQ;;;;;;;
FT312_PV_OUT;02.07.2023 12:20:20;0,02121672;1;45109514123;/s02CR;;;;;;;
FT312_PV_OUT;02.07.2023 12:20:50;0,01591254;1;45109514469;uQcPQq;;;;;;;
FT312_PV_OUT;02.07.2023 12:21:20;0,01591254;1;45109514817;OFM7o1;;;;;;;
FT312_PV_OUT;02.07.2023 12:21:50;0,01591254;1;45109515163;F+6eg4;;;;;;;
FT312_PV_OUT;02.07.2023 12:22:20;0,01591254;1;45109515512;r/OIgP;;;;;;;
FT312_PV_OUT;02.07.2023 12:22:50;0,02121672;1;45109515858;MLBPVJ;;;;;;;
FT312_PV_OUT;02.07.2023 12:23:20;0,01591254;1;45109516204;WJ3FOL;;;;;;;
FT312_PV_OUT;02.07.2023 12:23:50;0,01591254;1;45109516552;Q7Jozw;;;;;;;
FT312_PV_OUT;02.07.2023 12:24:20;0,01591254;1;45109516899;5zC9zy;;;;;;;
FT312_PV_OUT;02.07.2023 12:24:50;0,01591254;1;45109517247;Yn5ulO;;;;;;;
FT312_PV_OUT;02.07.2023 12:25:20;0,01591254;1;45109517593;diV3DD;;;;;;;
FT312_PV_OUT;02.07.2023 12:25:50;0,01591254;1;45109517940;U952rq;;;;;;;
FT312_PV_OUT;02.07.2023 12:26:20;0,01591254;1;45109518287;hyCiPc;;;;;;;
FT312_PV_OUT;02.07.2023 12:26:50;0,01591254;1;45109518635;yAS8B9;;;;;;;
FT312_PV_OUT;02.07.2023 12:27:20;0,01591254;1;45109518981;uv324e;;;;;;;
FT312_PV_OUT;02.07.2023 12:27:50;0,01591254;1;45109519328;rwdCfn;;;;;;;
FT312_PV_OUT;02.07.2023 12:28:21;0,01591254;1;45109519684;BoFPEy;;;;;;;
FT312_PV_OUT;02.07.2023 12:28:51;0,01591254;1;45109520031;QFJRro;;;;;;;
FT312_PV_OUT;02.07.2023 12:29:21;0,01591254;1;45109520379;0u0eD0;;;;;;;
FT312_PV_OUT;02.07.2023 12:29:51;0,01591254;1;45109520726;k5vms6;;;;;;;
FT312_PV_OUT;02.07.2023 12:30:21;0,02121672;1;45109521073;yvMPdK;;;;;;;
FT312_PV_OUT;02.07.2023 12:30:51;0,01591254;1;45109521420;fOIo5m;;;;;;;
FT312_PV_OUT;02.07.2023 12:31:21;0,01591254;1;45109521768;WyCmIq;;;;;;;
FT312_PV_OUT;02.07.2023 12:31:51;0,02121672;1;45109522115;8mbbW7;;;;;;;
FT312_PV_OUT;02.07.2023 12:32:21;0,01591254;1;45109522461;yi1ES2;;;;;;;
FT312_PV_OUT;02.07.2023 12:32:51;0,01591254;1;45109522809;6gnZTd;;;;;;;
FT312_PV_OUT;02.07.2023 12:33:21;0,02121672;1;45109523155;v7jzKl;;;;;;;
FT312_PV_OUT;02.07.2023 12:33:51;0,01591254;1;45109523502;CU8C1+;;;;;;;
FT312_PV_OUT;02.07.2023 12:34:21;0,01591254;1;45109523849;jG5DCh;;;;;;;
FT312_PV_OUT;02.07.2023 12:34:50;0,01591254;1;45109524195;SjsOQA;;;;;;;
FT312_PV_OUT;02.07.2023 12:35:20;0,02121672;1;45109524540;rzhPFR;;;;;;;
FT312_PV_OUT;02.07.2023 12:35:50;0,02121672;1;45109524888;LHzcqT;;;;;;;
FT312_PV_OUT;02.07.2023 12:36:20;0,01591254;1;45109525236;IVFPYQ;;;;;;;
FT312_PV_OUT;02.07.2023 12:36:50;0,01591254;1;45109525583;KhtWMf;;;;;;;
FT312_PV_OUT;02.07.2023 12:37:20;0,02121672;1;45109525929;mYDXwo;;;;;;;
FT312_PV_OUT;02.07.2023 12:37:50;0,01591254;1;45109526277;tZkuWQ;;;;;;;
FT312_PV_OUT;02.07.2023 12:38:20;0,02121672;1;45109526624;N+0SiV;;;;;;;
FT312_PV_OUT;02.07.2023 12:38:50;0,02121672;1;45109526970;vu210I;;;;;;;
FT312_PV_OUT;02.07.2023 12:39:20;0,02121672;1;45109527317;fiISTC;;;;;;;
FT312_PV_OUT;02.07.2023 12:39:50;0,01591254;1;45109527663;QdYnMs;;;;;;;
FT312_PV_OUT;02.07.2023 12:40:20;0,02121672;1;45109528010;iNSLDA;;;;;;;
FT312_PV_OUT;02.07.2023 12:40:50;0,02121672;1;45109528357;4yHho4;;;;;;;
FT312_PV_OUT;02.07.2023 12:41:20;0,02121672;1;45109528705;MvKBdK;;;;;;;
FT312_PV_OUT;02.07.2023 12:41:50;0,01591254;1;45109529052;K+jzDf;;;;;;;
FT312_PV_OUT;02.07.2023 12:42:20;0,01591254;1;45109529399;eavzlA;;;;;;;
FT312_PV_OUT;02.07.2023 12:42:50;0,01591254;1;45109529746;7iHS61;;;;;;;
FT312_PV_OUT;02.07.2023 12:43:20;0,01591254;1;45109530092;CBL91m;;;;;;;
FT312_PV_OUT;02.07.2023 12:43:50;0,01591254;1;45109530440;3W7HMK;;;;;;;
FT312_PV_OUT;02.07.2023 12:44:20;0,01591254;1;45109530787;8QnauB;;;;;;;
FT312_PV_OUT;02.07.2023 12:44:50;0,01591254;1;45109531133;mTn5qB;;;;;;;
FT312_PV_OUT;02.07.2023 12:45:20;0,01591254;1;45109531481;v4ZNsU;;;;;;;
FT312_PV_OUT;02.07.2023 12:45:50;0,01591254;1;45109531829;CXLYLc;;;;;;;
FT312_PV_OUT;02.07.2023 12:46:20;0,01591254;1;45109532175;FB+dGe;;;;;;;
FT312_PV_OUT;02.07.2023 12:46:50;0,01591254;1;45109532522;Ugphjx;;;;;;;
FT312_PV_OUT;02.07.2023 12:47:20;0,01591254;1;45109532869;Ec64L8;;;;;;;
FT312_PV_OUT;02.07.2023 12:47:50;0,02121672;1;45109533216;#NOME?;;;;;;;
FT312_PV_OUT;02.07.2023 12:48:20;0,01591254;1;45109533563;I04kb5;;;;;;;
FT312_PV_OUT;02.07.2023 12:48:50;0,01591254;1;45109533911;elqZif;;;;;;;
FT312_PV_OUT;02.07.2023 12:49:20;0,01591254;1;45109534257;QgSDEV;;;;;;;
FT312_PV_OUT;02.07.2023 12:49:50;0,02121672;1;45109534605;88eiTd;;;;;;;
FT312_PV_OUT;02.07.2023 12:50:20;0,01591254;1;45109534950;J/x1nd;;;;;;;
FT312_PV_OUT;02.07.2023 12:50:50;0,01591254;1;45109535297;oBFHv2;;;;;;;
FT312_PV_OUT;02.07.2023 12:51:21;0,01591254;1;45109535655;3Jf3M7;;;;;;;
FT312_PV_OUT;02.07.2023 12:51:51;0,02121672;1;45109536003;BwFrrM;;;;;;;
FT312_PV_OUT;02.07.2023 12:52:20;0,01591254;1;45109536347;pAQhMK;;;;;;;
FT312_PV_OUT;02.07.2023 12:52:50;0,01591254;1;45109536695;RfmA4e;;;;;;;
FT312_PV_OUT;02.07.2023 12:53:21;0,02121672;1;45109537044;BEq47b;;;;;;;
FT312_PV_OUT;02.07.2023 12:53:51;0,01591254;1;45109537391;XxKLFS;;;;;;;
FT312_PV_OUT;02.07.2023 12:54:20;0,02121672;1;45109537736;M6qYRX;;;;;;;
FT312_PV_OUT;02.07.2023 12:54:50;0,02121672;1;45109538083;iz7T1e;;;;;;;
FT312_PV_OUT;02.07.2023 12:55:20;0,01591254;1;45109538431;haBT7n;;;;;;;
FT312_PV_OUT;02.07.2023 12:55:50;0,02121672;1;45109538778;ooksn8;;;;;;;
FT312_PV_OUT;02.07.2023 12:56:20;0,01591254;1;45109539125;dZ8OaX;;;;;;;
FT312_PV_OUT;02.07.2023 12:56:50;0,01591254;1;45109539472;agc27r;;;;;;;
FT312_PV_OUT;02.07.2023 12:57:20;0,01591254;1;45109539819;CwpLCY;;;;;;;
FT312_PV_OUT;02.07.2023 12:57:50;0,02121672;1;45109540167;xK6wn/;;;;;;;
FT312_PV_OUT;02.07.2023 12:58:20;0,02121672;1;45109540513;lc8ePQ;;;;;;;
FT312_PV_OUT;02.07.2023 12:58:50;0,02121672;1;45109540860;eHmQJq;;;;;;;
FT312_PV_OUT;02.07.2023 12:59:20;0,01591254;1;45109541207;kWf+D9;;;;;;;
FT312_PV_OUT;02.07.2023 12:59:50;0,02121672;1;45109541554;HxCJlm;;;;;;;
FT312_PV_OUT;02.07.2023 13:00:20;0,01591254;1;45109541901;ct3meo;;;;;;;
FT312_PV_OUT;02.07.2023 13:00:50;0,01591254;1;45109542247;X0sxQJ;;;;;;;
FT312_PV_OUT;02.07.2023 13:01:20;0,01591254;1;45109542594;RHFMg5;;;;;;;
FT312_PV_OUT;02.07.2023 13:01:50;0,02121672;1;45109542941;cQqzrm;;;;;;;
FT312_PV_OUT;02.07.2023 13:02:20;0,02121672;1;45109543288;GYtzvY;;;;;;;
FT312_PV_OUT;02.07.2023 13:02:50;0,02121672;1;45109543634;nysQ1B;;;;;;;
FT312_PV_OUT;02.07.2023 13:03:20;0,01591254;1;45109543980;y7eZ6v;;;;;;;
FT312_PV_OUT;02.07.2023 13:03:50;0,01591254;1;45109544326;Xy2Tnt;;;;;;;
FT312_PV_OUT;02.07.2023 13:04:20;0,02121672;1;45109544673;i5v+CW;;;;;;;
FT312_PV_OUT;02.07.2023 13:04:50;0,01591254;1;45109545020;ikkOBu;;;;;;;
FT312_PV_OUT;02.07.2023 13:05:20;0,02121672;1;45109545366;uATQ73;;;;;;;
FT312_PV_OUT;02.07.2023 13:05:50;0,02121672;1;45109545713;c5bVtu;;;;;;;
FT312_PV_OUT;02.07.2023 13:06:19;0,01591254;1;45109546059;CZP7Qk;;;;;;;
FT312_PV_OUT;02.07.2023 13:06:50;0,01591254;1;45109546407;Ab7jJB;;;;;;;
FT312_PV_OUT;02.07.2023 13:07:20;0,02121672;1;45109546764;kOqmUL;;;;;;;
FT312_PV_OUT;02.07.2023 13:07:50;0,02121672;1;45109547112;I2Q9Ux;;;;;;;
FT312_PV_OUT;02.07.2023 13:08:20;0,02121672;1;45109547459;/shksC;;;;;;;
FT312_PV_OUT;02.07.2023 13:08:50;0,02121672;1;45109547806;X1rXiE;;;;;;;
FT312_PV_OUT;02.07.2023 13:09:20;0,01591254;1;45109548153;4nT9w6;;;;;;;
FT312_PV_OUT;02.07.2023 13:09:50;0,02121672;1;45109548501;DKCx0L;;;;;;;
FT312_PV_OUT;02.07.2023 13:10:20;0,02121672;1;45109548846;CGXnN+;;;;;;;
FT312_PV_OUT;02.07.2023 13:10:50;0,02121672;1;45109549194;qQSL5q;;;;;;;
FT312_PV_OUT;02.07.2023 13:11:20;0,01591254;1;45109549540;96ejdR;;;;;;;
FT312_PV_OUT;02.07.2023 13:11:50;0,01591254;1;45109549889;sh16rH;;;;;;;
FT312_PV_OUT;02.07.2023 13:12:20;0,02121672;1;45109550234;o569C4;;;;;;;
FT312_PV_OUT;02.07.2023 13:12:50;0,01591254;1;45109550582;HLutDY;;;;;;;
FT312_PV_OUT;02.07.2023 13:13:20;0,02121672;1;45109550929;xjGYPm;;;;;;;
FT312_PV_OUT;02.07.2023 13:13:50;0,02121672;1;45109551276;A0xZ8+;;;;;;;
FT312_PV_OUT;02.07.2023 13:14:20;0,02121672;1;45109551622;aGAOny;;;;;;;
FT312_PV_OUT;02.07.2023 13:14:50;0,02121672;1;45109551969;#NOME?;;;;;;;
FT312_PV_OUT;02.07.2023 13:15:20;0,02121672;1;45109552316;9TJrkU;;;;;;;
FT312_PV_OUT;02.07.2023 13:15:50;0,02121672;1;45109552664;QOvD++;;;;;;;
FT312_PV_OUT;02.07.2023 13:16:20;0,02121672;1;45109553010;g39Adf;;;;;;;
FT312_PV_OUT;02.07.2023 13:16:50;0,02121672;1;45109553358;hi4quy;;;;;;;
FT312_PV_OUT;02.07.2023 13:17:20;0,02121672;1;45109553701;EJnu+k;;;;;;;
FT312_PV_OUT;02.07.2023 13:17:50;0,02121672;1;45109554049;Z0hivo;;;;;;;
FT312_PV_OUT;02.07.2023 13:18:20;0,01591254;1;45109554398;kTn65v;;;;;;;
FT312_PV_OUT;02.07.2023 13:18:50;0,02121672;1;45109554746;Ed7B/2;;;;;;;
FT312_PV_OUT;02.07.2023 13:19:20;0,01591254;1;45109555092;/eGd4M;;;;;;;
FT312_PV_OUT;02.07.2023 13:19:50;0,02121672;1;45109555439;OoAap6;;;;;;;
FT312_PV_OUT;02.07.2023 13:20:20;0,02121672;1;45109555784;OStqnq;;;;;;;
FT312_PV_OUT;02.07.2023 13:20:50;0,02121672;1;45109556131;wk7cVB;;;;;;;
FT312_PV_OUT;02.07.2023 13:21:20;0,01591254;1;45109556478;T0taP7;;;;;;;
FT312_PV_OUT;02.07.2023 13:21:50;0,01591254;1;45109556825;#NOME?;;;;;;;
FT312_PV_OUT;02.07.2023 13:22:20;0,02121672;1;45109557172;nz4TdO;;;;;;;
FT312_PV_OUT;02.07.2023 13:22:50;0,02121672;1;45109557519;wov9Vo;;;;;;;
FT312_PV_OUT;02.07.2023 13:23:20;0,02121672;1;45109557867;zAX1NO;;;;;;;
FT312_PV_OUT;02.07.2023 13:23:50;0,02121672;1;45109558215;p5d0FE;;;;;;;
FT312_PV_OUT;02.07.2023 13:24:20;0,02121672;1;45109558562;x3/7V0;;;;;;;
FT312_PV_OUT;02.07.2023 13:24:50;0,02121672;1;45109558909;jyWwj5;;;;;;;
FT312_PV_OUT;02.07.2023 13:25:20;0,02121672;1;45109559256;ou9Azg;;;;;;;
FT312_PV_OUT;02.07.2023 13:25:50;0,02121672;1;45109559603;F/n//G;;;;;;;
FT312_PV_OUT;02.07.2023 13:26:20;0,02121672;1;45109559949;JRvRW7;;;;;;;
FT312_PV_OUT;02.07.2023 13:26:50;0,02121672;1;45109560296;i+rHnO;;;;;;;
FT312_PV_OUT;02.07.2023 13:27:19;0,02121672;1;45109560641;t0Ll+Y;;;;;;;
FT312_PV_OUT;02.07.2023 13:27:49;0,01591254;1;45109560989;0+1HBP;;;;;;;
FT312_PV_OUT;02.07.2023 13:28:20;0,01591254;1;45109561339;M6azbx;;;;;;;
FT312_PV_OUT;02.07.2023 13:28:50;0,02121672;1;45109561686;enw00v;;;;;;;
FT312_PV_OUT;02.07.2023 13:29:20;0,02121672;1;45109562033;q/cmve;;;;;;;
FT312_PV_OUT;02.07.2023 13:29:50;0,02121672;1;45109562380;YluR2e;;;;;;;
FT312_PV_OUT;02.07.2023 13:30:20;0,02121672;1;45109562728;0Mn8vQ;;;;;;;
FT312_PV_OUT;02.07.2023 13:30:50;0,02121672;1;45109563076;D0dlH/;;;;;;;
FT312_PV_OUT;02.07.2023 13:31:19;0,01591254;1;45109563418;3g2WVL;;;;;;;
FT312_PV_OUT;02.07.2023 13:31:49;0,02121672;1;45109563766;bSoh5k;;;;;;;
FT312_PV_OUT;02.07.2023 13:32:19;0,02121672;1;45109564114;+1aBjO;;;;;;;
